place,mag
"Warner Springs, CA",0.13
"Pāhala, Hawaii",1.83000004
"Pāhala, Hawaii",2.46
"Baukau, Timor Leste",4.7
"Stevens Village, Alaska",1.4
"West Yellowstone, Montana",1.02
"Whites City, New Mexico",3.2
"Toyah, Texas",1.6
"Glacier View, Alaska",1.0
"Karluk, Alaska",-0.4
"Pāhala, Hawaii",2.05999994
"Guánica, Puerto Rico",1.94
"Maricopa, CA",1.69
"Karluk, Alaska",1.2
"Toyah, Texas",1.8
"Pinnacles, CA",0.77
"Beatty, Nevada",0.3
"Palomar Observatory, CA",0.46
"Whites City, New Mexico",2.7
"Geysers, CA",0.64
"Alberto Oviedo Mota, B.C., MX",2.57
"Hayfork, CA",2.62
"Whites City, New Mexico",1.5
"Arcadia, Oklahoma",1.27
"Port Alexander, Alaska",3.7
"Sitka, Alaska",0.13
"Geysers, CA",1.48
"Geysers, CA",0.76
"Geysers, CA",1.09
"Geysers, CA",2.14
"Cobb, CA",0.59
"West Yellowstone, Montana",1.65
"West Yellowstone, Montana",2.5
"Pedro Bay, Alaska",-1.04
"Geysers, CA",0.35
"West Yellowstone, Montana",1.67
"West Yellowstone, Montana",0.7
"Boca de Yuma, Dominican Republic",3.97
"Naknek, Alaska",1.7
"Reno, Nevada",0.6
"Geysers, CA",0.72
"Borrego Springs, CA",0.74
"Geysers, CA",0.38
"Holtville, CA",1.44
"Volcano, Hawaii",1.75999999
"Cruz Bay, U.S. Virgin Islands",3.85
"Neah Bay, Washington",1.98
"Pāhala, Hawaii",2.17000008
"Wallace, Idaho",1.18
"Karluk, Alaska",0.28
"Stanley, Idaho",1.68
"Quincy, Washington",1.01
"Osburn, Idaho",1.5
"Babb, Montana",1.38
"Kelly, Wyoming",0.85
"Ocotillo, CA",1.65
"Willits, CA",1.33
"Edmond, Oklahoma",1.1
"Minto, Alaska",1.4
"Teller, Alaska",2.2
"Cloverdale, CA",0.79
"Geysers, CA",1.07
"Beluga, Alaska",1.5
"McCarthy, Alaska",1.5
"Denali Park, Alaska",2.5
"Skwentna, Alaska",1.7
"San Clemente Is. (SE tip), CA",1.41
"Lake Isabella, CA",1.83
"Karluk, Alaska",-0.42
"Anderson Springs, CA",0.96
"Neah Bay, Washington",2.05
"Beatty, Nevada",0.7
"Geysers, CA",0.37
"Cobb, CA",1.08
"La Parguera, Puerto Rico",2.76
"Meadow Lakes, Alaska",1.2
"Atocha, Bolivia",4.4
"Geysers, CA",0.76
"West Yellowstone, Montana",0.23
"Guánica, Puerto Rico",3.17
"Petersville, Alaska",2.2
"Pāhala, Hawaii",1.99000001
"Anza, CA",0.54
"Anza, CA",0.33
"Cobb, CA",0.87
"Running Springs, CA",0.52
"Pedro Bay, Alaska",1.55
"Guánica, Puerto Rico",2.85
"Julian, CA",0.99
"Amber, Oklahoma",0.99
"Guánica, Puerto Rico",3.05
"Edmond, Oklahoma",0.83
"Guánica, Puerto Rico",4.4
"Hollister, CA",1.74
"Borrego Springs, CA",0.91
"Geysers, CA",0.49
"Pine Valley, CA",0.5
"Eagle River, Alaska",1.3
"Cobb, CA",1.28
"Spring Garden, CA",2.22
"Pāhala, Hawaii",2.04999995
"Crockett, CA",1.78
"Ivanof Bay, Alaska",0.53
"Hayfork, CA",2.75
"Cobb, CA",1.45
"Stevens Village, Alaska",1.5
"Akutan, Alaska",0.41
"Ivanof Bay, Alaska",-0.15
"Cobb, CA",1.07
"Pedro Bay, Alaska",1.3
"Karluk, Alaska",1.4
"Pāhala, Hawaii",2.66
"Cobb, CA",0.5
"Ashkāsham, Afghanistan",4.3
"Pedro Bay, Alaska",-0.28
"Pedro Bay, Alaska",-0.66
"Fox, Alaska",1.4
"Cobb, CA",1.15
"Borrego Springs, CA",0.48
"Pinnacles, CA",0.85
"Valle Vista, CA",0.35
"Geysers, CA",0.47
"Geysers, CA",1.25
"Valdez, Alaska",1.5
"Pāhala, Hawaii",2.04999995
"Midland, Texas",1.6
"Cobb, CA",0.47
"Pāhala, Hawaii",2.63
"Talkeetna, Alaska",1.4
"Sandy Ground Village, Anguilla",3.51
"Nikiski, Alaska",1.1
"Borrego Springs, CA",1.49
"Chase, Alaska",1.3
"Neah Bay, Washington",1.92
"Patterson, CA",1.71
"Dompu, Indonesia",4.5
"Neah Bay, Washington",3.24
"Geysers, CA",1.04
"Willow, Alaska",2.3
"Moose Pass, Alaska",2.1
"Morgan Hill, CA",0.82
"Whites City, New Mexico",1.8
"Geysers, CA",0.77
"Greenfield, CA",1.21
"Teller, Alaska",2.7
"Edmond, Oklahoma",1.05
"Searles Valley, CA",0.4
"Muscoy, CA",1.47
"Geysers, CA",0.57
"Toms Place, CA",1.24
"Cobb, CA",1.04
"Home Gardens, CA",0.93
"Gilroy, CA",0.97
"Bayview-Montalvin, CA",0.9
"Teller, Alaska",2.6
"Karluk, Alaska",-0.48
"Karluk, Alaska",-0.56
"Skwentna, Alaska",1.5
"Geysers, CA",1.07
"Mojave, CA",1.28
"Shikotan, Russia",4.4
"Kepulauan Babar, Indonesia",4.0
"Cobb, CA",0.75
"Cobb, CA",1.06
"Interlaken, CA",1.44
"Pedro Bay, Alaska",-0.4
"Bayview-Montalvin, CA",1.74
"Cobb, CA",0.73
"Cantwell, Alaska",1.2
"Interlaken, CA",2.08
"Interlaken, CA",3.29
"Imperial, CA",1.74
"Little Lake, CA",0.69
"Adak, Alaska",4.1
"Anza, CA",1.0
"Pedro Bay, Alaska",-1.22
"Bitung, Indonesia",4.8
"Livermore, CA",0.77
"Geysers, CA",0.44
"Manado, Indonesia",4.2
"Skwentna, Alaska",1.7
"Borrego Springs, CA",0.62
"Karluk, Alaska",-0.23
"Gilroy, CA",2.36
"Madison, Ohio",2.0
"El Cerrito, CA",1.09
"Toyah, Texas",2.0
"Atka, Alaska",0.51
"Neiafu, Tonga",4.3
"Unalaska, Alaska",3.6
"Ackerly, Texas",1.9
"Gili Air, Indonesia",4.1
"Anza, CA",0.62
"Cobb, CA",0.74
"Garden City, Texas",1.7
"Sitka, Alaska",0.74
"Borrego Springs, CA",0.9
"West Yellowstone, Montana",0.74
"Karluk, Alaska",1.6
"Alcan Border, Alaska",2.8
"Tyonek, Alaska",1.6
"Geysers, CA",0.24
"La Jolla, CA",1.5
"Valdez, Alaska",1.6
"Whites City, New Mexico",2.2
"Caliente, Nevada",1.7
"Karluk, Alaska",2.5
"Pāhala, Hawaii",1.43
"Anza, CA",0.42
"Little Lake, CA",0.6
"Chase, Alaska",1.6
"Geysers, CA",0.74
"Hebgen Lake Estates, Montana",1.01
"Hebgen Lake Estates, Montana",1.08
"Cobb, CA",1.11
"Cobb, CA",1.25
"Cobb, CA",0.82
"Denali National Park, Alaska",1.5
"Willow, Alaska",1.6
"Conconully, Washington",1.53
"Pāhala, Hawaii",1.73
"Cantwell, Alaska",1.9
"Karluk, Alaska",-0.14
"Skwentna, Alaska",1.3
"Fishhook, Alaska",1.3
"Geysers, CA",1.21
"Westbrook, Texas",2.4
"El Centro, CA",1.2
"Westbrook, Texas",1.8
"Running Springs, CA",0.76
"Amber, Oklahoma",0.88
"Pāhala, Hawaii",2.04999995
"Kuril’sk, Russia",4.5
"Parkfield, CA",0.56
"Karluk, Alaska",0.37
"Pedro Bay, Alaska",-0.61
"Pāhala, Hawaii",1.71000004
"Geysers, CA",0.62
"Clear, Alaska",1.3
"Trapper Creek, Alaska",1.5
"Toms Place, CA",1.2
"Hamlin, Maine",2.0
"Karluk, Alaska",-0.51
"Geysers, CA",0.84
"Ridgecrest, CA",0.34
"Pedasí, Panama",4.4
"Mammoth Lakes, CA",0.03
"Cobb, CA",0.76
"Geysers, CA",0.74
"Anza, CA",1.19
"Cobb, CA",0.72
"Pāhala, Hawaii",1.89999998
"Lake Henshaw, CA",0.49
"Tres Pinos, CA",0.98
"Geysers, CA",0.76
Fiji region,5.0
"Toyah, Texas",1.5
"Anamizu, Japan",5.0
"Keyport, Washington",1.42
"La Jolla, CA",1.34
"Happy Valley, Alaska",1.6
"Geysers, CA",0.38
"Cobb, CA",1.41
"Geysers, CA",0.35
"Amber, Oklahoma",0.89
"Ferndale, CA",1.68
"Anza, CA",0.07
"Pinnacles, CA",1.02
"Amboy, Washington",0.51
"Tatitlek, Alaska",1.5
"Redway, CA",1.48
"Amber, Oklahoma",1.16
"Toyah, Texas",1.5
"Searles Valley, CA",1.29
"Little Lake, CA",0.21
"Pāhala, Hawaii",3.04
"Pedro Bay, Alaska",-0.75
"Volcano, Hawaii",1.62
"Anderson Springs, CA",0.89
"Pāhala, Hawaii",1.84000003
"Geysers, CA",0.94
"Teller, Alaska",3.7
"Geysers, CA",1.1
"Borrego Springs, CA",0.49
"Amber, Oklahoma",1.32
"Cabazon, CA",0.64
"Anza, CA",0.5
"Port Alsworth, Alaska",1.4
"Ontario, CA",1.54
"Susitna North, Alaska",1.4
"Valle Vista, CA",0.64
"Banning, CA",0.76
"Dutch Harbor, Alaska",-0.13
"Karluk, Alaska",1.3
"Teller, Alaska",3.2
"Cantwell, Alaska",1.4
"Barstow, CA",2.46
"Denali National Park, Alaska",1.5
"Hengchun, Taiwan",4.8
"Pedro Bay, Alaska",1.4
"Yosemite Valley, CA",1.5
"Johannesburg, CA",1.23
"Joshua Tree, CA",1.2
"Borrego Springs, CA",1.22
"Geysers, CA",0.44
"Ocotillo, CA",0.84
"Pāhala, Hawaii",1.74000001
"Mina, Nevada",1.4
"Tres Pinos, CA",1.04
"Pāhala, Hawaii",1.84
"Geysers, CA",0.79
"Geysers, CA",0.62
"Geysers, CA",0.71
"Topaz Lake, Nevada",1.3
"Whites City, New Mexico",1.7
"Tatitlek, Alaska",1.4
"Teller, Alaska",3.4
"Olancha, CA",1.1
"Valdez, Alaska",1.8
"Brevig Mission, Alaska",3.4
"Tatitlek, Alaska",1.5
"Calipatria, CA",1.69
"Toms Place, CA",0.23
"Skwentna, Alaska",2.2
"Tobelo, Indonesia",4.1
"Geysers, CA",1.12
"San Jacinto, CA",0.69
"Indian Springs, Nevada",1.3
"Geysers, CA",0.4
"Pāhala, Hawaii",1.22
"Leonídio, Greece",4.6
"Cobb, CA",1.04
"Pedro Bay, Alaska",-0.87
"Salinas, Puerto Rico",2.0
"Teller, Alaska",4.5
"Garden City, Texas",1.8
"Tres Pinos, CA",1.05
"Loma Linda, CA",0.83
"Three Rivers, Oregon",0.29
"Ocotillo Wells, CA",0.8
"Four Mile Road, Alaska",1.3
"Karluk, Alaska",0.15
"Sylmar, CA",0.78
"Whittier, Alaska",0.8
"Padam, India",4.3
"Big Bear City, CA",1.41
"Pulau Pulau Tanimbar, Indonesia",4.5
"Karluk, Alaska",-0.33
"Geysers, CA",0.23
"Whites City, New Mexico",2.8
"False Pass, Alaska",0.38
"Skwentna, Alaska",1.7
"Entiat, Washington",0.38
"Atka, Alaska",0.66
"Longaví, Chile",4.2
"Susitna North, Alaska",1.7
"Lincoln, Montana",0.68
"Cobb, CA",0.4
"Anderson Springs, CA",1.09
"Anderson Springs, CA",1.43
"Geysers, CA",1.6
"Geysers, CA",1.19
"Minto, Alaska",1.3
"Toyah, Texas",1.8
"Karluk, Alaska",1.9
"Cobb, CA",0.37
"Westmorland, CA",1.43
"Toyah, Texas",1.7
"Toyah, Texas",1.6
"Cobb, CA",0.29
"Whites City, New Mexico",1.8
"El Negro, Puerto Rico",3.15
"Four Mile Road, Alaska",1.1
"Bennington, Idaho",2.13
"Anza, CA",0.37
"Geysers, CA",0.86
"Indio, CA",0.9
"Anderson Springs, CA",0.51
"Skwentna, Alaska",2.5
"Aleneva, Alaska",2.1
"Karluk, Alaska",1.1
"Valdez, Alaska",1.6
"Boron, CA",1.63
"Anderson Springs, CA",0.62
"Hebgen Lake Estates, Montana",0.66
"Geysers, CA",1.16
"Plush, Oregon",1.1
"Geysers, CA",0.41
"Arcadia, Oklahoma",1.43
"Geysers, CA",0.73
"Magas Arriba, Puerto Rico",1.85
"Vacaville, CA",2.03
"Highland, CA",2.02
"Kingston, Nevada",1.6
"Chickaloon, Alaska",1.1
"San Martin, CA",0.8
"Teller, Alaska",3.1
"San Pedro de Atacama, Chile",4.1
"Cobb, CA",0.41
"Point Possession, Alaska",1.6
"Whites City, New Mexico",1.7
"Cobb, CA",0.78
"Blytheville, Arkansas",1.11
"South Van Horn, Alaska",1.7
"Geysers, CA",0.77
"Lebec, CA",2.41
"Little Lake, CA",0.95
"Karluk, Alaska",-0.15
"Karluk, Alaska",0.7
"West Yellowstone, Montana",-0.26
"Ridgecrest, CA",0.64
"Pedro Bay, Alaska",-1.18
"Kermadec Islands, New Zealand",5.1
"Tyonek, Alaska",2.0
"San Martin, CA",0.45
"Karluk, Alaska",0.03
"Antofagasta de la Sierra, Argentina",4.8
"Cobb, CA",0.35
"Anza, CA",0.72
"Anderson Springs, CA",0.85
"Amber, Oklahoma",1.28
"Kokhanok, Alaska",-0.14
"Kalama, Washington",1.25
"Cabazon, CA",0.74
"Beluga, Alaska",1.5
"Mina, Nevada",2.8
"Crowder, Oklahoma",1.4
"Borrego Springs, CA",1.22
"Anza, CA",0.75
"Amber, Oklahoma",0.3
"Geysers, CA",0.71
"Cloverdale, CA",0.98
"Crowder, Oklahoma",1.11
"Cobb, CA",0.72
"Home Gardens, CA",1.7
"Karluk, Alaska",0.09
"Karluk, Alaska",0.28
"Beaumont, CA",1.18
"Bandon, Oregon",3.2
"Diego de Almagro, Chile",4.3
"Khandūd, Afghanistan",4.0
"Quilcene, Washington",2.34
"Susitna North, Alaska",1.4
"Chase, Alaska",1.5
"Hebgen Lake Estates, Montana",1.28
"Pāhala, Hawaii",1.72000003
Bouvet Island region,5.1
"Geysers, CA",0.84
"Geysers, CA",0.94
"Pāhala, Hawaii",2.06
"Mexicali, B.C., MX",1.42
"Geysers, CA",0.84
"Geysers, CA",1.09
"Geysers, CA",0.77
"Parkfield, CA",0.58
"Geysers, CA",0.93
"Cobb, CA",0.21
"Cobb, CA",1.25
"Cobb, CA",0.75
"Pāhala, Hawaii",2.27999997
"Isangel, Vanuatu",5.1
"Punta Cana, Dominican Republic",3.76
"Toyah, Texas",1.5
"False Pass, Alaska",0.99
"Beatty, Nevada",0.6
"Little Lake, CA",1.2
"Akutan, Alaska",-0.12
"San Martin, CA",0.67
"Lake Cavanaugh, Washington",1.02
"Pāhala, Hawaii",1.91999996
"Anza, CA",0.52
"Anza, CA",0.42
"Geysers, CA",1.16
"Four Mile Road, Alaska",1.4
"Anza, CA",0.64
"Pāhala, Hawaii",1.96000004
"Cobb, CA",0.38
"Cantwell, Alaska",1.7
"Malango, Solomon Islands",4.6
"Pāhala, Hawaii",2.01999998
"Geysers, CA",2.0
"Anza, CA",0.46
"Skwentna, Alaska",2.1
"Parkfield, CA",1.09
"Nueva Concepción, Guatemala",4.2
"Brenas, Puerto Rico",2.99
"El Aguilar, Argentina",4.5
"Sarangani, Philippines",5.0
"Whites City, New Mexico",1.6
"Ocotillo Wells, CA",1.33
"Lumding Railway Colony, India",4.1
"Anza, CA",0.99
"Isangel, Vanuatu",4.3
"Cobb, CA",0.73
"Susitna North, Alaska",1.5
"Carrizales, Puerto Rico",3.09
"Twentynine Palms, CA",0.27
"Borrego Springs, CA",0.89
"Beluga, Alaska",1.8
"Kurumkan, Russia",5.2
"Borrego Springs, CA",0.61
"Borrego Springs, CA",1.37
"Boonville, CA",1.39
"Amber, Oklahoma",1.45
"Geysers, CA",0.29
"Cobb, CA",0.71
Kermadec Islands region,4.7
"Pedro Bay, Alaska",-0.85
"Pinnacles, CA",1.05
"Pedro Bay, Alaska",1.7
Kermadec Islands region,4.3
"Hebgen Lake Estates, Montana",1.51
"Lee Vining, CA",1.49
"Pāhala, Hawaii",1.51
"McCloud, CA",2.21
"Petersville, Alaska",1.4
"Pāhala, Hawaii",2.23
"Pāhala, Hawaii",2.55
"Whittier, Alaska",2.2
"Hinatuan, Philippines",4.8
"Banning, CA",1.82
"Alum Rock, CA",0.96
"Foster, Oklahoma",2.0
"Zapatoca, Colombia",4.3
"Karluk, Alaska",0.16
"San Jacinto, CA",1.44
"Ninilchik, Alaska",1.2
"Geysers, CA",1.07
"Banning, CA",0.68
"Karluk, Alaska",-0.09
"Cobb, CA",0.75
"Toms Place, CA",1.09
"Snyderville, Utah",0.5
"Toms Place, CA",0.94
"Pāhala, Hawaii",1.2
"San Clemente Is. (SE tip), CA",4.43
"San Jacinto, CA",1.15
"Karluk, Alaska",-0.02
"Cobb, CA",0.71
"San Jacinto, CA",0.85
"Denali National Park, Alaska",1.6
"Beatty, Nevada",-0.3
"Huron, CA",2.44
"Lincoln, Montana",0.26
"Anderson Springs, CA",0.82
"Ninilchik, Alaska",1.5
"Searles Valley, CA",0.55
"Clear, Alaska",1.5
"Toyah, Texas",1.7
"False Pass, Alaska",1.17
"Karluk, Alaska",0.12
"Whites City, New Mexico",1.6
"Stanley, Idaho",1.61
"Indios, Puerto Rico",2.41
"Maria Antonia, Puerto Rico",2.35
"Cobb, CA",0.68
"Mammoth Lakes, CA",0.6
"Lake Henshaw, CA",0.78
"Cobb, CA",0.71
"Cobb, CA",1.2
"Cobb, CA",1.77
"Pedro Bay, Alaska",-0.05
"Cobb, CA",1.09
"Clear, Alaska",1.3
"Skwentna, Alaska",2.1
"Rat Islands, Aleutian Islands, Alaska",1.89
"Chignik, Alaska",4.4
"Rat Islands, Aleutian Islands, Alaska",1.18
"Rat Islands, Aleutian Islands, Alaska",1.31
"Marshall, Oklahoma",0.93
"Searles Valley, CA",0.93
"Aromas, CA",1.19
"Toyah, Texas",1.9
"Dillon, Montana",0.48
"Pāhala, Hawaii",1.53
"Volcano, Hawaii",0.91
"Skwentna, Alaska",1.6
"Toyah, Texas",1.6
"Denali Park, Alaska",1.5
"Tatitlek, Alaska",1.6
"Geysers, CA",1.09
"Cobb, CA",1.06
"Pāhala, Hawaii",1.47
"Ambon, Indonesia",4.6
"Pāhala, Hawaii",2.1400001
"Independence, California",1.2
"River Road, Washington",3.48
"Indian Springs, Nevada",-0.5
"Idyllwild, CA",0.63
"Ocotillo, CA",0.7
"Lake Minchumina, Alaska",1.6
"Geysers, CA",0.86
"Balmorhea, Texas",2.5
"Pāhala, Hawaii",1.80999994
"Karluk, Alaska",1.29
"Skwentna, Alaska",1.6
"Pedro Bay, Alaska",1.9
"Fishhook, Alaska",1.2
"Searles Valley, CA",0.83
"Point MacKenzie, Alaska",1.8
"Hebgen Lake Estates, Montana",0.72
"Toyah, Texas",2.0
"Tallaboa, Puerto Rico",2.15
"Forsan, Texas",2.5
"Fort Bidwell, California",1.5
"Trapper Creek, Alaska",2.4
"Cobb, CA",0.72
"Forsan, Texas",1.7
"Fox River, Alaska",1.8
"Hebgen Lake Estates, Montana",0.54
"Roosevelt, Washington",2.67
"Whites City, New Mexico",1.9
"Pāhala, Hawaii",1.79999995
"Trapper Creek, Alaska",2.6
"Ocotillo Wells, CA",1.04
"Hebgen Lake Estates, Montana",0.68
"San Pedro de Atacama, Chile",5.0
"Geysers, CA",1.02
"Bodie, CA",2.32
"Denali National Park, Alaska",3.2
"Fontana, CA",0.87
"East Quincy, CA",2.17
"Hebgen Lake Estates, Montana",0.37
"Cohoe, Alaska",1.4
"Skwentna, Alaska",1.6
"Cobb, CA",0.43
"Cobb, CA",1.25
"Cobb, CA",0.7
"Whites City, New Mexico",1.7
"Edmond, Oklahoma",1.34
"Toyah, Texas",3.0
"Toyah, Texas",1.7
"Amboy, Washington",0.81
"Hebgen Lake Estates, Montana",1.1
"Toyah, Texas",1.5
"Hebgen Lake Estates, Montana",0.99
"King Salmon, Alaska",1.8
"Izu Islands, Japan region",4.1
"‘Ohonua, Tonga",4.8
"Beluga, Alaska",2.7
"Borrego Springs, CA",0.98
"Cobb, CA",0.47
"Pedro Bay, Alaska",-0.25
"Skwentna, Alaska",1.8
"Pedro Bay, Alaska",2.0
"Twentynine Palms, CA",2.21
"Twentynine Palms, CA",1.38
"Middletown, CA",1.22
"Skwentna, Alaska",2.0
"Cobb, CA",-0.27
"Big Lake, Alaska",2.0
"Cobb, CA",0.86
"Karluk, Alaska",-0.31
"Whites City, New Mexico",1.7
"Geysers, CA",1.09
"Happy Valley, Alaska",2.3
"Whites City, New Mexico",1.5
"Skwentna, Alaska",2.4
"Tyonek, Alaska",2.4
"Skwentna, Alaska",2.4
"Susitna, Alaska",1.7
"‘Ohonua, Tonga",5.0
"Spencer, Idaho",0.54
"Skwentna, Alaska",2.0
"Geysers, CA",0.79
"Skwentna, Alaska",3.7
"Searles Valley, CA",1.28
"Hamatonbetsu, Japan",4.2
"Mammoth Lakes, CA",0.44
"Two Rivers, Alaska",1.5
"Pinnacles, CA",1.14
"Pacheco, CA",1.82
"Amber, Oklahoma",0.71
"Hawthorne, Nevada",1.6
"Cobb, CA",0.7
"Petersville, Alaska",1.8
"Cobb, CA",1.12
"Cobb, CA",0.44
"Cobb, CA",0.78
"Geysers, CA",1.46
"Punta Cana, Dominican Republic",3.31
"Geysers, CA",0.45
"Geysers, CA",0.71
"Karluk, Alaska",-0.77
"Ashford, Washington",0.38
"Whites City, New Mexico",1.7
"Susitna, Alaska",1.7
"Cobb, CA",1.11
"Volcano, Hawaii",1.79999995
"Levelock, Alaska",2.2
"Arcadia, Oklahoma",1.08
"Geysers, CA",1.06
"Morton, Washington",0.15
"Mariposa, CA",2.44
"Denali National Park, Alaska",1.5
"La Gomera, Guatemala",4.2
"Petersville, Alaska",3.2
"Nikolski, Alaska",-0.49
"La Gomera, Guatemala",4.2
"Pedro Bay, Alaska",0.91
"Karluk, Alaska",-1.27
"Geysers, CA",1.13
"Girdwood, Alaska",1.6
"Ocotillo Wells, CA",2.13
"Morton, Washington",0.31
"Vincent, CA",1.14
"Cobb, CA",0.36
"Volcano, Hawaii",1.9
"Cobb, CA",0.72
"Borrego Springs, CA",0.79
"Cobb, CA",1.47
"Volcano, Hawaii",2.25
"Volcano, Hawaii",1.25
"Circleville, Utah",1.22
"Volcano, Hawaii",1.82
"Volcano, Hawaii",1.75999999
"Salinas, Puerto Rico",2.61
"Little Lake, CA",0.99
"Geysers, CA",0.27
"Arcadia, Oklahoma",1.02
"Karluk, Alaska",0.31
"Geysers, CA",0.35
"Morton, Washington",0.8300000000000001
"Amboy, Washington",1.8
"Keeler, California",0.8
"Whites City, New Mexico",1.7
"Anderson Springs, CA",0.36
"Susitna North, Alaska",1.7
"Hebgen Lake Estates, Montana",1.14
"Georgetown, Idaho",1.59
"Geysers, CA",0.48
"Cruz Bay, U.S. Virgin Islands",3.66
"Geysers, CA",1.77
"Geysers, CA",1.23
"Cobb, CA",0.27
"Stanton, Texas",1.7
"Pāhala, Hawaii",1.88
"Cordova, Alaska",1.9
"Mentone, Texas",1.5
"Searles Valley, CA",0.68
"Geysers, CA",1.06
"Denali National Park, Alaska",1.5
"Karluk, Alaska",0.63
"Hebgen Lake Estates, Montana",1.18
South Sandwich Islands region,4.3
"Beatty, Nevada",-0.1
"Ashford, Washington",0.44
"Anza, CA",2.71
"Mina, Nevada",1.3
"Geysers, CA",0.75
"Yakutat, Alaska",2.9
"Pedro Bay, Alaska",-0.34
"Fern Forest, Hawaii",2.75
"Champerico, Guatemala",4.2
"Toyah, Texas",2.8
"Geysers, CA",0.43
"Ridgecrest, CA",2.43
"Pagan region, Northern Mariana Islands",4.6
"Yigo Village, Guam",4.2
"Cobb, CA",0.29
"Geysers, CA",0.95
"Willits, CA",1.5
central Mid-Atlantic Ridge,4.9
"Yauco, Puerto Rico",2.28
"Naalehu, Hawaii",1.99000001
"Cobb, CA",0.72
"Geysers, CA",0.28
"Akhiok, Alaska",2.5
"Cascade, Idaho",1.37
"Pāhala, Hawaii",1.88
"‘Ohonua, Tonga",4.5
"Searles Valley, CA",1.49
"Big Bear Lake, CA",0.86
"Cobb, CA",0.22
"Palomar Observatory, CA",1.05
"Montecito, CA",1.02
"Nikolski, Alaska",0.43
"Geysers, CA",1.0
"Toyah, Texas",1.6
"Yorba Linda, CA",1.1
"Geysers, CA",1.12
"Pāhala, Hawaii",2.05999994
"Furnace Creek, California",0.0
"Ridgely, Tennessee",1.89
"Pāhala, Hawaii",2.07999992
"Geysers, CA",0.88
"Arcadia, Oklahoma",2.88
"Julian, CA",0.71
"Unalaska, Alaska",0.37
"Colton, CA",0.74
"Hebgen Lake Estates, Montana",1.1
"Karluk, Alaska",0.11
"Pāhala, Hawaii",1.88999999
"Furnace Creek, California",0.1
"Big Bear Lake, CA",0.75
"Whites City, New Mexico",1.8
"Yakutat, Alaska",2.2
"Amber, Oklahoma",0.95
"Big Lake, Alaska",1.6
"Geysers, CA",0.97
"Idyllwild, CA",0.99
"Pāhala, Hawaii",1.75999999
"Arcadia, Oklahoma",0.9
"Geysers, CA",0.84
"Whites City, New Mexico",1.5
Fiji region,4.6
"San Antonio de los Cobres, Argentina",4.2
"Sarangani, Philippines",4.5
"Ackerly, Texas",1.5
"Ocotillo Wells, CA",1.09
"Karluk, Alaska",-0.23
"Beatty, Nevada",0.0
"Ugashik, Alaska",1.9
south of the Fiji Islands,4.3
"Karluk, Alaska",-0.23
"Amber, Oklahoma",1.03
"Keeler, California",1.3
"Aromas, CA",1.61
"Yacuiba, Bolivia",4.5
"Arcadia, Oklahoma",1.03
"Cantwell, Alaska",1.4
"Eielson Air Force Base, Alaska",0.7
"Entiat, Washington",0.31
"Reno, Nevada",0.8
"Houma, Tonga",4.5
"Pāhala, Hawaii",1.75
"Edmond, Oklahoma",1.04
"Kushimoto, Japan",4.1
"McCarthy, Alaska",1.4
"Geysers, CA",0.42
"Amber, Oklahoma",1.17
"Healy, Alaska",1.6
"Fonte Bastardo, Portugal",4.9
"Ocotillo Wells, CA",1.04
"Hebgen Lake Estates, Montana",0.58
"Furnace Creek, California",-0.1
"Twisp, Washington",0.88
"Happy Valley, Alaska",2.5
"Idyllwild, CA",0.55
"Toyah, Texas",2.4
"Idyllwild, CA",0.32
"Beatty, Nevada",-0.2
"Cantwell, Alaska",1.9
"McCarthy, Alaska",2.0
"Furnace Creek, California",0.2
"Furnace Creek, California",-0.1
"Beatty, Nevada",-0.3
"Sitka, Alaska",0.12
"Susitna, Alaska",2.1
"Pāhala, Hawaii",1.91999996
"Amber, Oklahoma",0.66
"Cobb, CA",1.1
"Cobb, CA",0.39
"Frazier Park, CA",1.32
"Ridgecrest, CA",1.69
"Volcano, Hawaii",2.49000001
"Pinnacles, CA",0.98
"Geysers, CA",0.95
"Geysers, CA",1.53
"Indios, Puerto Rico",2.64
"Cobb, CA",0.38
"Volcano, Hawaii",1.98000002
"Skwentna, Alaska",2.2
"Geysers, CA",0.68
"Geysers, CA",0.76
"Pāhala, Hawaii",2.13000011
"San Lucas, CA",0.97
"Geysers, CA",1.11
"Niland, CA",1.79
"Geysers, CA",2.09
"Fern Forest, Hawaii",2.43
"Loma Linda, CA",2.09
"Volcano, Hawaii",1.57
"Niland, CA",1.43
"Rabaul, Papua New Guinea",4.4
"Anderson Springs, CA",0.78
"Karluk, Alaska",-0.28
"Geysers, CA",0.66
"Julian, CA",0.84
"Mentone, Texas",1.6
"Mentone, Texas",1.8
"Bradbury, CA",1.16
"Ocotillo, CA",0.34
"Chase, Alaska",2.1
"Century City, CA",1.97
"Idyllwild, CA",2.48
"Valle Vista, CA",0.47
"Pāhala, Hawaii",2.04999995
"Ocotillo Wells, CA",1.06
"Portage, Utah",1.12
"Yauco, Puerto Rico",1.8
"Ocotillo, CA",1.0
"Amber, Oklahoma",1.34
"Searles Valley, CA",1.19
"Lake Isabella, CA",1.18
"Ivanof Bay, Alaska",1.17
"Ollagüe, Chile",5.2
"Little Lake, CA",0.96
"Alum Rock, CA",0.95
"Kuril’sk, Russia",4.4
"Cabazon, CA",0.75
"Alum Rock, CA",0.99
Fiji region,4.8
